,Run ID,Date,Time,Model Name,Model Author,Num Classes,Accuracy,Balanced Accuracy,AUC Score,Average Precision,F1 Score,Precision,Recall,Samples In Train,Samples In Test,Model Description,Column Predicted,Num Features Used,Data and Split Description,Normalized,Num Features Normalized,Feature Extraction,Was Untested Data Predicted,run,stain,num_dead,num_live,size
147,Ea8JowB1mRzey,2019-07-23,20:31:22,random_forest_classification,Hamed,2,0.995,0.995,1.0,1.0,0.995,0.993,0.998,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1d6r932unhafk_r1d93nuytthhp4_no_stain,True,9,False,True,r1d6r932unhafk_r1d93nuytthhp4,False,30000.0,30000.0,529.8317366548035
148,QMay9yqkDPzWq,2019-07-23,18:04:09,random_forest_classification,Hamed,2,0.958,0.958,0.991,0.99,0.9590000000000001,0.932,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbajqru7kbe_r1cbe9p9zu6dh_stain,True,12,False,True,r1cbajqru7kbe_r1cbe9p9zu6dh,True,30000.0,30000.0,317.0085660698768
149,EeGBdm75xe3GY,2019-07-23,20:31:40,random_forest_classification,Hamed,2,0.956,0.956,0.991,0.9890000000000001,0.9570000000000001,0.93,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbajqru7kbe_r1cbe9p9zu6dh_no_stain,True,9,False,True,r1cbajqru7kbe_r1cbe9p9zu6dh,False,30000.0,30000.0,312.3565645063875
150,EWe7bRPqd66GY,2019-07-23,18:05:37,random_forest_classification,Hamed,2,0.997,0.9640000000000001,0.997,0.956,0.887,0.848,0.9309999999999999,24286,6072,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cwvvvj2bh6hc_r1cx4pbeyv2q29_stain,True,12,False,True,r1cwvvvj2bh6hc_r1cx4pbeyv2q29,True,30000.0,358.0,580.9142990314027
151,QyOe8dJM6OyNe,2019-07-23,18:35:36,random_forest_classification,Hamed,2,0.998,0.971,0.997,0.9640000000000001,0.907,0.872,0.9440000000000001,24286,6072,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cwvvvj2bh6hc_r1cx4pbeyv2q29_no_stain,True,9,False,True,r1cwvvvj2bh6hc_r1cx4pbeyv2q29,False,30000.0,358.0,621.4608098422191
152,6D3a88vZ5pVGO,2019-07-23,18:06:22,random_forest_classification,Hamed,2,0.9109999999999999,0.9109999999999999,0.971,0.971,0.912,0.9009999999999999,0.9229999999999999,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbajrxthe7y_r1cbdzkebbd46_stain,True,12,False,True,r1cbajrxthe7y_r1cbdzkebbd46,True,30000.0,30000.0,241.91189092499962
153,EelLqZL3e7LXM,2019-07-23,20:31:43,random_forest_classification,Hamed,2,0.915,0.915,0.973,0.972,0.9159999999999999,0.902,0.93,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbajrxthe7y_r1cbdzkebbd46_no_stain,True,9,False,True,r1cbajrxthe7y_r1cbdzkebbd46,False,30000.0,30000.0,246.5104022491821
154,5o1qdpMAgRdQb,2019-07-23,18:07:09,random_forest_classification,Hamed,2,0.982,0.982,0.998,0.998,0.983,0.982,0.985,45064,11266,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c84xvquwxth_r1c8ek7vcmdxh_stain,True,12,False,True,r1c84xvquwxth_r1c8ek7vcmdxh,True,26330.0,30000.0,401.73835210859716
155,EeO6eAbADyMxe,2019-07-23,20:31:53,random_forest_classification,Hamed,2,0.971,0.97,0.9940000000000001,0.993,0.973,0.9590000000000001,0.987,45064,11266,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c84xvquwxth_r1c8ek7vcmdxh_no_stain,True,9,False,True,r1c84xvquwxth_r1c8ek7vcmdxh,False,26330.0,30000.0,354.0459448995662
156,EroP1r9yq6Wk8,2019-07-23,18:07:30,random_forest_classification,Hamed,2,0.993,0.993,0.9990000000000001,0.997,0.993,0.99,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cyeye2du6ep8_r1cysfjkjjphqj_stain,True,12,False,True,r1cyeye2du6ep8_r1cysfjkjjphqj,True,30000.0,30000.0,496.18451299268224
157,5V6dPlRJgY8ly,2019-07-23,20:32:23,random_forest_classification,Hamed,2,0.987,0.987,0.997,0.995,0.987,0.9790000000000001,0.995,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cyeye2du6ep8_r1cysfjkjjphqj_no_stain,True,9,False,True,r1cyeye2du6ep8_r1cysfjkjjphqj,False,30000.0,30000.0,434.28059215205997
158,Qo6Gxj6k5B3kk,2019-07-23,18:09:59,random_forest_classification,Hamed,2,0.986,0.986,0.998,0.998,0.986,0.98,0.992,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c9tpk5zrbsk_r1c9wpbvjszxe_stain,True,12,False,True,r1c9tpk5zrbsk_r1c9wpbvjszxe,True,30000.0,30000.0,426.8697949366878
159,QoVgveGOkVg1k,2019-07-23,20:33:21,random_forest_classification,Hamed,2,0.971,0.971,0.993,0.992,0.972,0.953,0.991,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c9tpk5zrbsk_r1c9wpbvjszxe_no_stain,True,9,False,True,r1c9tpk5zrbsk_r1c9wpbvjszxe,False,30000.0,30000.0,354.0459448995662
160,5WBpGv7bLwOP5,2019-07-23,18:11:14,random_forest_classification,Hamed,2,0.977,0.977,0.997,0.997,0.977,0.983,0.971,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cctw8wvwpbg_r1ccwteetw82v_stain,True,12,False,True,r1cctw8wvwpbg_r1ccwteetw82v,True,30000.0,30000.0,377.22610630529863
161,EvRMyog8OzBMe,2019-07-23,20:34:28,random_forest_classification,Hamed,2,0.97,0.97,0.9940000000000001,0.992,0.97,0.968,0.972,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cctw8wvwpbg_r1ccwteetw82v_no_stain,True,9,False,True,r1cctw8wvwpbg_r1ccwteetw82v,False,30000.0,30000.0,350.6557897319981
162,QaDNL2YqXQr8o,2019-07-23,18:12:26,random_forest_classification,Hamed,2,0.973,0.973,0.995,0.9940000000000001,0.973,0.966,0.98,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ccqfas8urfk_r1cctk2a3wbk5_stain,True,12,False,True,r1ccqfas8urfk_r1cctk2a3wbk5,True,30000.0,30000.0,361.19184129778074
163,EvMp9R13YVlwx,2019-07-23,19:15:43,random_forest_classification,Hamed,2,0.97,0.97,0.993,0.9890000000000001,0.97,0.963,0.978,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ccqfas8urfk_r1cctk2a3wbk5_no_stain,True,9,False,True,r1ccqfas8urfk_r1cctk2a3wbk5,False,30000.0,30000.0,350.6557897319981
164,6pd6Z8ew8x3v3,2019-07-23,18:12:47,random_forest_classification,Hamed,2,0.997,0.997,1.0,1.0,0.997,0.997,0.997,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbajphx4ekf_r1cbeec6cxn2t_stain,True,12,False,True,r1cbajphx4ekf_r1cbeec6cxn2t,True,30000.0,30000.0,580.9142990314027
165,EMeZrBxGdB89x,2019-07-23,20:35:01,random_forest_classification,Hamed,2,0.993,0.993,0.9990000000000001,0.9990000000000001,0.993,0.9890000000000001,0.998,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbajphx4ekf_r1cbeec6cxn2t_no_stain,True,9,False,True,r1cbajphx4ekf_r1cbeec6cxn2t,False,30000.0,30000.0,496.18451299268224
166,5MO7APb3x3ooY,2019-07-23,18:15:33,random_forest_classification,Hamed,2,0.958,0.958,0.992,0.991,0.958,0.9570000000000001,0.96,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ce3pndp353t_r1ce7xkybfnqd_stain,True,12,False,True,r1ce3pndp353t_r1ce7xkybfnqd,True,30000.0,30000.0,317.0085660698768
167,QaveOwdN8y5g1,2019-07-23,20:35:32,random_forest_classification,Hamed,2,0.935,0.935,0.9790000000000001,0.9740000000000001,0.937,0.91,0.9670000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ce3pndp353t_r1ce7xkybfnqd_no_stain,True,9,False,True,r1ce3pndp353t_r1ce7xkybfnqd,False,30000.0,30000.0,273.3368009086501
168,EplpQWNkYrxBA,2019-07-23,18:16:10,random_forest_classification,Hamed,2,0.9840000000000001,0.983,0.998,0.996,0.971,0.963,0.98,12819,3205,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c7cpqp2k6cw_r1c7jn9syrr8s_stain,True,12,False,True,r1c7cpqp2k6cw_r1c7jn9syrr8s,True,11689.0,4335.0,413.5166556742361
169,5o8kjyDBzgNj2,2019-07-23,18:35:46,random_forest_classification,Hamed,2,0.981,0.9790000000000001,0.998,0.996,0.965,0.953,0.977,12819,3205,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c7cpqp2k6cw_r1c7jn9syrr8s_no_stain,True,9,False,True,r1c7cpqp2k6cw_r1c7jn9syrr8s,False,11689.0,4335.0,396.33162998156956
170,6gm36gkrDQwG,2019-07-23,18:16:35,random_forest_classification,Hamed,2,0.9840000000000001,0.9840000000000001,0.998,0.998,0.9840000000000001,0.986,0.982,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cctw6h5fsfg_r1ccx3axsj5ua_stain,True,12,False,True,r1cctw6h5fsfg_r1ccx3axsj5ua,True,30000.0,30000.0,413.5166556742361
171,ERPR5qakmOlr8,2019-07-23,20:35:33,random_forest_classification,Hamed,2,0.978,0.978,0.995,0.9940000000000001,0.9790000000000001,0.9740000000000001,0.983,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cctw6h5fsfg_r1ccx3axsj5ua_no_stain,True,9,False,True,r1cctw6h5fsfg_r1ccx3axsj5ua,False,30000.0,30000.0,381.67128256238203
172,52pyml2LrkBmN,2019-07-23,18:17:05,random_forest_classification,Hamed,2,0.995,0.9890000000000001,0.9990000000000001,0.993,0.956,0.93,0.983,25417,6355,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1d6r59sste9m2_r1d8gf8cczkrz9_stain,True,12,False,True,r1d6r59sste9m2_r1d8gf8cczkrz9,True,30000.0,1772.0,529.8317366548035
173,6aozWdyzwoX6q,2019-07-23,18:35:48,random_forest_classification,Hamed,2,0.995,0.99,0.998,0.992,0.96,0.938,0.983,25417,6355,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1d6r59sste9m2_r1d8gf8cczkrz9_no_stain,True,9,False,True,r1d6r59sste9m2_r1d8gf8cczkrz9,False,30000.0,1772.0,529.8317366548035
174,6W9y8P27am8zl,2019-07-23,18:17:27,random_forest_classification,Hamed,2,0.997,0.9940000000000001,1.0,0.997,0.98,0.97,0.99,25944,6486,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1d6r58jnct63g_r1d8kxz5ndkxyh_stain,True,12,False,True,r1d6r58jnct63g_r1d8kxz5ndkxyh,True,30000.0,2430.0,580.9142990314027
175,EvNZ2MRbVpxey,2019-07-23,19:15:45,random_forest_classification,Hamed,2,0.997,0.9940000000000001,0.9990000000000001,0.997,0.982,0.9740000000000001,0.99,25944,6486,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1d6r58jnct63g_r1d8kxz5ndkxyh_no_stain,True,9,False,True,r1d6r58jnct63g_r1d8kxz5ndkxyh,False,30000.0,2430.0,580.9142990314027
176,5JOG18R55DkjN,2019-07-23,18:17:36,random_forest_classification,Hamed,2,0.995,0.992,0.996,0.992,0.96,0.934,0.988,25652,6413,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1d6r5b24f9a9z_r1d8cyvjthnvvt_stain,True,12,False,True,r1d6r5b24f9a9z_r1d8cyvjthnvvt,True,30000.0,2065.0,529.8317366548035
177,5WMpGP6NqNQvr,2019-07-23,19:15:48,random_forest_classification,Hamed,2,0.995,0.991,0.998,0.993,0.9640000000000001,0.9440000000000001,0.985,25652,6413,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1d6r5b24f9a9z_r1d8cyvjthnvvt_no_stain,True,9,False,True,r1d6r5b24f9a9z_r1d8cyvjthnvvt,False,30000.0,2065.0,529.8317366548035
178,6pEx9RJ616gNO,2019-07-23,18:20:00,random_forest_classification,Hamed,2,0.9740000000000001,0.9740000000000001,0.993,0.991,0.9740000000000001,0.96,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cf3p48cauwv_r1cf6hech88mh_stain,True,12,False,True,r1cf3p48cauwv_r1cf6hech88mh,True,30000.0,30000.0,364.9658740960658
179,QRa6NvDvYZZlr,2019-07-23,20:35:52,random_forest_classification,Hamed,2,0.9740000000000001,0.9740000000000001,0.992,0.988,0.9740000000000001,0.96,0.9890000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cf3p48cauwv_r1cf6hech88mh_no_stain,True,9,False,True,r1cf3p48cauwv_r1cf6hech88mh,False,30000.0,30000.0,364.9658740960658
180,EWO2l2MZ16mLM,2019-07-23,18:20:15,random_forest_classification,Hamed,2,0.98,0.98,0.996,0.995,0.98,0.972,0.987,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cdcerdbpda2_r1cdfphfehzq2_stain,True,12,False,True,r1cdcerdbpda2_r1cdfphfehzq2,True,30000.0,30000.0,391.2023005428145
181,amYk2aOgA9OG6,2019-07-23,20:36:52,random_forest_classification,Hamed,2,0.9790000000000001,0.9790000000000001,0.996,0.9940000000000001,0.98,0.971,0.988,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cdcerdbpda2_r1cdfphfehzq2_no_stain,True,9,False,True,r1cdcerdbpda2_r1cdfphfehzq2,False,30000.0,30000.0,386.32328412587185
182,6lba8pJdv2pVW,2019-07-23,18:20:51,random_forest_classification,Hamed,2,0.9940000000000001,0.9940000000000001,0.9990000000000001,0.9990000000000001,0.9940000000000001,0.99,0.997,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c84xzc5dbuv_r1c8axrywctwb_stain,True,12,False,True,r1c84xzc5dbuv_r1c8axrywctwb,True,30000.0,30000.0,511.59958097541
183,QExqovZQMwAM9,2019-07-23,20:37:50,random_forest_classification,Hamed,2,0.991,0.991,0.998,0.998,0.991,0.985,0.997,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c84xzc5dbuv_r1c8axrywctwb_no_stain,True,9,False,True,r1c84xzc5dbuv_r1c8axrywctwb,False,30000.0,30000.0,471.0530701645917
184,67pAYJJ3qdob3,2019-07-23,18:21:43,random_forest_classification,Hamed,2,0.983,0.983,0.9990000000000001,0.998,0.983,0.976,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbut7g7x6pg_r1cc2xauy7qaa_stain,True,12,False,True,r1cbut7g7x6pg_r1cc2xauy7qaa,True,30000.0,30000.0,407.45419349259197
185,59GJJDzJrzaP5,2019-07-23,20:37:58,random_forest_classification,Hamed,2,0.981,0.981,0.997,0.997,0.981,0.972,0.99,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbut7g7x6pg_r1cc2xauy7qaa_no_stain,True,9,False,True,r1cbut7g7x6pg_r1cc2xauy7qaa,False,30000.0,30000.0,396.33162998156956
186,6AZvXoljkAoyJ,2019-07-23,18:24:48,random_forest_classification,Hamed,2,0.945,0.945,0.985,0.982,0.946,0.922,0.972,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1c5va879uaex_r1c639xp952g4_stain,True,12,False,True,r1c5va879uaex_r1c639xp952g4,True,30000.0,30000.0,290.04220937496655
187,Ea7vY9Ejg6lEz,2019-07-23,20:38:22,random_forest_classification,Hamed,2,0.94,0.94,0.982,0.978,0.9420000000000001,0.915,0.971,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1c5va879uaex_r1c639xp952g4_no_stain,True,9,False,True,r1c5va879uaex_r1c639xp952g4,False,30000.0,30000.0,281.34107167600354
188,56lr736QrWp5G,2019-07-23,18:25:28,random_forest_classification,Hamed,2,0.993,0.992,1.0,0.997,0.977,0.963,0.99,28129,7033,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cbuszfskzjt_r1cc6ws9c3dh4_stain,True,12,False,True,r1cbuszfskzjt_r1cc6ws9c3dh4,True,30000.0,5162.0,496.18451299268224
189,5WLwxkdz8xepy,2019-07-23,19:15:58,random_forest_classification,Hamed,2,0.993,0.992,1.0,0.997,0.978,0.966,0.99,28129,7033,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cbuszfskzjt_r1cc6ws9c3dh4_no_stain,True,9,False,True,r1cbuszfskzjt_r1cc6ws9c3dh4,False,30000.0,5162.0,496.18451299268224
190,6gQQlaZb7DM9M,2019-07-23,18:25:53,random_forest_classification,Hamed,2,0.975,0.975,0.993,0.99,0.975,0.958,0.993,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1cft9gbs55yn_r1cfwthkscwsk_stain,True,12,False,True,r1cft9gbs55yn_r1cfwthkscwsk,True,30000.0,30000.0,368.88794541139356
191,Qj1MmJVVvGYm7,2019-07-23,20:39:42,random_forest_classification,Hamed,2,0.976,0.976,0.992,0.9890000000000001,0.976,0.9590000000000001,0.9940000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1cft9gbs55yn_r1cfwthkscwsk_no_stain,True,9,False,True,r1cft9gbs55yn_r1cfwthkscwsk,False,30000.0,30000.0,372.9701448634191
192,Qagxx8wQNeRB9,2019-07-23,18:26:38,random_forest_classification,Hamed,2,0.977,0.977,0.997,0.997,0.977,0.975,0.9790000000000001,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ce3pm76spw4_r1ceas4zgsdt5_stain,True,12,False,True,r1ce3pm76spw4_r1ceas4zgsdt5,True,30000.0,30000.0,377.22610630529863
193,QopNBXEyQ89Rr,2019-07-23,20:40:27,random_forest_classification,Hamed,2,0.965,0.965,0.991,0.987,0.965,0.9540000000000001,0.977,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ce3pm76spw4_r1ceas4zgsdt5_no_stain,True,9,False,True,r1ce3pm76spw4_r1ceas4zgsdt5,False,30000.0,30000.0,335.24072174927227
194,6aXXZJjA8OpyJ,2019-07-23,18:28:32,random_forest_classification,Hamed,2,0.966,0.966,0.991,0.988,0.966,0.9490000000000001,0.985,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,12,r1ceuhqmu6c7w_r1cf6snbv99p8_stain,True,12,False,True,r1ceuhqmu6c7w_r1cf6snbv99p8,True,30000.0,30000.0,338.1394754365975
195,QWgmRXMDVrvQ7,2019-07-23,20:40:48,random_forest_classification,Hamed,2,0.966,0.966,0.991,0.987,0.966,0.951,0.982,48000,12000,"Random Forest: n_estimators=361, max_features=auto, criterion=entropy, min_samples_leaf=13, n_jobs=-1",class_label,9,r1ceuhqmu6c7w_r1cf6snbv99p8_no_stain,True,9,False,True,r1ceuhqmu6c7w_r1cf6snbv99p8,False,30000.0,30000.0,338.1394754365975
